34	-391	1730	-465	1079	298	-428	-1767	633	1637	-167	-1358	1172	1191	-1172	1656	-1451	-1526	-1060	-484	-335	-1614	1561	1184	-1722	-251	664	448	1704	574	1489	879	-951	-430	-1543	484	-700	484	-879	1489	951
31	1989	0	-2098	-2164	240	-372	1574	372	-787	874	-2055	-481	-1661	22	-546	-1617	-721	-284	2120	22	-1110	1295	1988	-254	92	-624	1618	-555	-1734	-1087	-2220	-1618	-624	0	-208	1688	717	1318	740	-509
33	2277	644	-2129	-2277	-693	-50	1708	792	-1733	-74	-99	-1287	644	-1460	1089	-842	644	124	50	-1386	-2149	543	747	1538	362	769	0	-1018	1765	1471	1425	90	1109	1878	1742	724	68	-1290	-317	995
34	1722	0	-2386	-2362	-369	246	-1402	-1796	1697	1476	-566	1058	-1525	1156	-246	787	271	-221	-615	-98	1697	-1610	-398	-1593	104	1281	1004	-641	641	-589	-190	1455	-1351	-1177	312	589	-970	1281	-1558	-1558
34	-61	-123	246	-512	-799	1414	-1721	1209	-1393	-1434	1537	-143	1127	-1639	451	553	-881	-1701	-1045	-2008	-1395	1493	1345	279	361	-1099	-919	49	0	-738	1493	1214	-1066	1313	1395	1296	1099	-902	-1198	1345
45	913	-594	-510	1826	-934	2059	-85	1168	-786	382	-127	-637	-1953	-1953	170	1189	-786	-1592	2059	-276	1429	1696	-1920	-379	826	424	0	1540	1161	-45	-268	1362	-1897	-1518	0	893	-2165	-1339	290	-848
40	-1577	158	-1183	883	426	1246	-1404	568	1246	-1435	-315	-552	1246	-1009	1136	1057	331	-1546	-1199	-1483	-1829	-945	1749	281	-1829	-442	-543	-1126	1065	-1166	-1246	482	-1005	362	0	-1548	-1889	1648	-603	-241
40	-1695	1302	-1017	1302	-1409	1392	-178	-660	-1392	1160	-1285	1053	-268	-161	1588	607	-517	-749	1017	-1249	-1992	-1568	0	-1144	-890	1886	-254	-890	847	487	-1504	-297	-85	-233	1419	-742	2097	-1822	-445	-1398
37	1915	1697	0	1567	936	-348	326	2111	-22	0	1371	457	1262	-1654	-1349	827	-1240	-2089	392	-435	568	1964	-1628	1886	362	594	-594	-258	362	413	775	1912	-52	2093	-2119	-982	-129	1783	1292	-233
29	-690	-424	-937	-1645	-1468	902	-424	1061	902	-124	477	-1556	937	-1645	1326	265	654	-1680	1397	1485	1249	1825	231	-999	-1402	-999	788	1018	-1345	-1595	-1345	-1383	211	-1883	1114	0	-1095	-154	442	-922
39	309	433	722	-1464	1381	1278	-1959	330	-82	1031	-907	454	701	351	701	-1856	-2021	-1876	330	1814	-1199	-679	-1290	1561	-204	1584	362	498	-339	-1267	-1765	45	-317	226	2014	-1493	1222	-1629	-950	-1357
31	-2007	-770	-1634	2100	-1844	-1867	1167	1424	0	443	-397	-537	163	-93	2264	957	23	-700	-630	-980	1315	-970	-2047	-86	1121	-65	2026	1616	-1552	1573	-1897	-927	-754	0	2134	0	259	-345	0	-1315
20	329	1049	-1440	1811	576	1667	1111	-123	103	864	-1728	1687	-1667	412	-267	-1893	-556	144	1934	638	481	-146	-1527	1757	1632	-230	941	1904	-230	1423	1172	209	-1695	-1213	-1318	314	1276	-188	-1736	-607
22	-485	1085	300	-2102	-2125	1363	-878	185	-1455	2079	-2194	-739	-785	23	670	-231	-831	-2009	69	393	68	-657	929	1608	1042	815	1586	-1631	1336	340	-1314	1608	0	-1925	1087	0	589	-1019	-815	1631
